Table S7. Overview of all assembled samples with >10 LARSFARDIG motifs. Key metadata are shown, along with the number of LARSFADIG motifs and var genes at different length cut-offs.								
Data of Pf6 and Elife can be found at https://www.malariagen.net/projects/p-falciparum-community-project#data								
Accession number of the pf3k can be found at https://www.malariagen.net/projects/pf3k#data								

ID	Dataset	Origin of sample	Year of sample collection	Part of normalised set?	# LARSFADIG motifs	# var genes > 1kb	# var genes > 3kb	# var genes > 3.5kb
PT0149-C	PF3K	Malawi	2011	1	66	209	71	66
PT0150-C	PF3K	Malawi	2011	0	194	945	146	126
PT0152-C	PF3K	Malawi	2011	0	202	1189	149	136
PT0155-C	PF3K	Malawi	2011	0	109	402	114	100
PT0156-C	PF3K	Malawi	2011	1	82	373	86	78
PT0157-C	PF3K	Malawi	2011	0	135	1043	90	75
PT0158-C	PF3K	Malawi	2011	1	66	249	68	62
PT0160-C	PF3K	Malawi	2011	0	102	609	80	70
PT0161-C	PF3K	Malawi	2011	0	198	915	168	150
PT0162-C	PF3K	Malawi	2011	0	205	762	182	164
PT0165-C	PF3K	Malawi	2011	0	63	210	70	69
PT0166-C	PF3K	Malawi	2011	0	63	200	68	65
PT0168-C	PF3K	Malawi	2011	0	44	234	57	51
PT0169-C	PF3K	Malawi	2011	1	47	218	50	45
PT0170-C	PF3K	Malawi	2011	1	62	206	68	65
PT0171-C	PF3K	Malawi	2011	0	121	891	72	61
PT0172-C	PF3K	Malawi	2011	0	182	659	179	158
PT0173-C	PF3K	Malawi	2011	0	53	229	58	53
PT0174-C	PF3K	Malawi	2011	0	62	190	61	56
PT0175-C	PF3K	Malawi	2011	0	89	585	62	56
PT0176-C	PF3K	Malawi	2011	0	21	93	24	24
PT0177-C	PF3K	Malawi	2011	0	51	178	54	49
PT0178-C	PF3K	Malawi	2011	1	62	609	22	20
PT0180-C	PF3K	Malawi	2011	0	108	364	117	114
PT0181-C	PF3K	Malawi	2011	1	59	210	65	61
PT0182-C	PF3K	Malawi	2011	0	133	407	138	131
PT0184-C	PF3K	Malawi	2011	1	57	168	62	62
PT0187-C	PF3K	Malawi	2011	0	24	100	25	23
PT0188-Cx	PF3K	Malawi	2011	0	123	701	80	74
PT0189-Cx	PF3K	Malawi	2011	1	52	249	38	35
PT0190-C	PF3K	Malawi	2011	0	394	3019	150	114
PT0191-Cx	PF3K	Malawi	2011	0	193	1437	62	50
PT0192-Cx	PF3K	Malawi	2011	0	145	1195	72	64
PT0193-C	PF3K	Malawi	2011	0	328	1513	263	233
PT0194-Cx	PF3K	Malawi	2011	0	138	556	97	82
PT0195-Cx	PF3K	Malawi	2011	1	64	293	51	40
PT0198-C	PF3K	Malawi	2011	0	105	484	84	79
PT0199-C	PF3K	Malawi	2011	0	66	196	71	68
PT0200-Cx	PF3K	Malawi	2011	0	63	238	34	30
PT0201-Cx	PF3K	Malawi	2011	0	116	443	84	75
PT0202-Cx	PF3K	Malawi	2011	0	140	693	81	72
PT0203-C	PF3K	Malawi	2011	0	279	1301	242	203
PT0204-Cx	PF3K	Malawi	2011	0	71	327	43	38
PT0205-C	PF3K	Malawi	2011	0	281	1210	243	210
PT0206-Cx	PF3K	Malawi	2011	1	69	276	51	40
PT0207-C	PF3K	Malawi	2011	0	131	617	91	86
PT0208-C	PF3K	Malawi	2011	0	125	572	102	85
PT0209-C	PF3K	Malawi	2011	0	109	411	117	109
PT0210-C	PF3K	Malawi	2011	0	230	1939	100	83
PT0211-C	PF3K	Malawi	2011	0	207	989	179	160
PT0212-C	PF3K	Malawi	2011	0	182	1018	104	81
PT0213-Cx	PF3K	Malawi	2011	0	64	256	37	35
PT0214-Cx	PF3K	Malawi	2011	0	66	277	45	37
PT0215-Cx	PF3K	Malawi	2011	1	73	287	46	43
PT0216-C	PF3K	Malawi	2011	0	113	317	115	110
PT0217-Cx	PF3K	Malawi	2011	0	74	319	46	40
PT0218-Cx	PF3K	Malawi	2011	1	61	271	39	35
PT0219-C	PF3K	Malawi	2011	1	61	209	65	59
PT0220-C	PF3K	Malawi	2011	0	76	233	76	72
PT0221-Cx	PF3K	Malawi	2011	0	166	1187	58	49
PT0222-C	PF3K	Malawi	2011	1	63	213	63	62
PT0223-Cx	PF3K	Malawi	2011	0	119	582	60	47
PT0224-Cx	PF3K	Malawi	2011	1	56	232	28	27
PT0225-C	PF3K	Malawi	2011	1	63	185	69	67
PT0226-Cx	PF3K	Malawi	2011	1	62	263	46	43
PT0227-C	PF3K	Malawi	2011	0	152	912	102	92
PT0228-Cx	PF3K	Malawi	2011	0	115	513	67	59
PT0229-C	PF3K	Malawi	2011	0	203	1322	118	109
PT0230-Cx	PF3K	Malawi	2011	1	65	188	68	67
PT0231-Cx	PF3K	Malawi	2011	0	437	2505	258	200
PT0232-Cx	PF3K	Malawi	2011	0	91	452	51	45
PT0233-Cx	PF3K	Malawi	2011	0	196	1032	147	116
PT0234-Cx	PF3K	Malawi	2011	0	64	201	66	66
PT0235-Cx	PF3K	Malawi	2011	0	180	705	109	97
PT0236-Cx	PF3K	Malawi	2011	0	199	557	219	198
PT0237-Cx	PF3K	Malawi	2011	0	70	311	47	44
PT0238-C	PF3K	Malawi	2011	0	116	712	66	61
PT0239-Cx	PF3K	Malawi	2011	0	118	647	81	65
PT0240-C	PF3K	Malawi	2011	1	67	214	72	69
PT0241-C	PF3K	Malawi	2011	0	96	323	92	88
PT0242-Cx	PF3K	Malawi	2011	1	68	213	69	66
PT0243-Cx	PF3K	Malawi	2011	0	180	1155	127	116
PT0244-Cx	PF3K	Malawi	2011	0	149	1119	92	83
PT0246-C	PF3K	Malawi	2011	0	111	611	86	70
PT0247-Cx	PF3K	Malawi	2011	0	234	1145	184	165
PT0248-Cx	PF3K	Malawi	2011	0	61	213	60	59
PT0249-Cx	PF3K	Malawi	2011	0	115	531	116	95
PT0250-Cx	PF3K	Malawi	2011	0	222	1160	154	132
PT0252-Cx	PF3K	Malawi	2011	0	135	725	107	100
PT0253-Cx	PF3K	Malawi	2011	1	66	275	31	26
PT0254-Cx	PF3K	Malawi	2011	0	413	2216	279	234
PT0255-Cx	PF3K	Malawi	2011	0	65	210	66	62
PT0256-C	PF3K	Malawi	2011	1	50	190	54	50
PT0257-Cx	PF3K	Malawi	2011	0	345	1763	256	213
PT0258-Cx	PF3K	Malawi	2011	1	59	248	34	33
PT0260-Cx	PF3K	Malawi	2011	0	102	527	45	40
PT0261-Cx	PF3K	Malawi	2011	1	79	430	61	57
PT0262-C	PF3K	Malawi	2011	1	63	197	67	66
PT0263-C	PF3K	Malawi	2011	0	67	218	73	72
PT0264-C	PF3K	Malawi	2011	1	51	175	51	49
PT0266-C	PF3K	Malawi	2011	0	185	1134	110	93
PT0269-C	PF3K	Malawi	2011	0	67	245	73	66
PT0270-C	PF3K	Malawi	2011	0	66	198	67	62
PT0271-Cx	PF3K	Malawi	2011	0	97	466	65	60
PT0273-C	PF3K	Malawi	2011	0	340	2321	201	159
PT0274-Cx	PF3K	Malawi	2011	1	88	398	45	41
PT0276-C	PF3K	Malawi	2011	0	269	1392	196	167
PT0277-C	PF3K	Malawi	2011	0	125	340	140	133
PT0279-Cx	PF3K	Malawi	2011	0	115	447	61	59
PT0280-C	PF3K	Malawi	2011	0	110	495	111	100
PT0282-Cx	PF3K	Malawi	2011	0	160	719	78	70
PT0283-C	PF3K	Malawi	2011	0	69	194	75	68
PT0285-C	PF3K	Malawi	2011	0	158	1026	97	83
PT0286-C	PF3K	Malawi	2011	0	79	256	80	74
PT0287-C	PF3K	Malawi	2011	0	17	144	8	7
PT0289-C	PF3K	Malawi	2011	0	138	654	122	108
PT0290-C	PF3K	Malawi	2011	0	113	347	120	118
PT0291-Cx	PF3K	Malawi	2011	0	71	367	39	35
PT0294-C	PF3K	Malawi	2011	0	64	219	69	62
PT0295-Cx	PF3K	Malawi	2011	0	182	1072	68	50
PT0296-C	PF3K	Malawi	2011	0	216	1570	125	97
PT0297-C	PF3K	Malawi	2011	0	110	325	120	113
PT0298-Cx	PF3K	Malawi	2011	0	120	536	101	93
PT0299-Cx	PF3K	Malawi	2011	1	77	203	83	77
PT0300-C	PF3K	Malawi	2011	0	28	472	1	1
PT0301-Cx	PF3K	Malawi	2011	0	107	485	61	54
PT0302-C	PF3K	Malawi	2011	0	44	177	51	43
PT0303-Cx	PF3K	Malawi	2011	1	64	216	72	71
PT0304-Cx	PF3K	Malawi	2011	0	44	556	7	5
PA0134-C	PF3K	Guinea	2011	1	65	128	69	58
PA0137-C	PF3K	Guinea	2011	1	54	122	61	59
PA0138-C	PF3K	Guinea	2011	0	184	516	171	142
PA0140-C	PF3K	Guinea	2011	1	59	152	58	51
PA0144-C	PF3K	Guinea	2011	1	58	124	67	65
PA0145-C	PF3K	Guinea	2011	0	114	211	112	110
PA0146-C	PF3K	Guinea	2011	1	53	133	65	56
PA0147-C	PF3K	Guinea	2011	0	137	370	135	111
PA0148-C	PF3K	Guinea	2011	1	56	133	64	59
PA0149-C	PF3K	Guinea	2011	1	61	125	62	59
PA0151-C	PF3K	Guinea	2011	1	57	115	56	56
PA0152-C	PF3K	Guinea	2011	1	58	114	54	49
PA0153-C	PF3K	Guinea	2011	0	99	179	103	96
PA0155-C	PF3K	Guinea	2011	0	108	241	112	106
PA0157-C	PF3K	Guinea	2011	1	51	124	60	58
PA0158-C	PF3K	Guinea	2011	1	60	120	65	62
PA0159-C	PF3K	Guinea	2011	0	55	96	57	56
PA0160-C	PF3K	Guinea	2011	1	74	311	58	48
PA0161-C	PF3K	Guinea	2011	1	48	104	51	49
PA0163-C	PF3K	Guinea	2011	1	55	159	57	54
PA0165-C	PF3K	Guinea	2011	1	60	101	62	60
PA0167-C	PF3K	Guinea	2011	1	65	110	70	70
PA0168-C	PF3K	Guinea	2011	1	50	114	56	55
PA0169-C	PF3K	Guinea	2011	0	41	122	55	52
PA0172-C	PF3K	Guinea	2011	1	64	131	71	66
PA0173-C	PF3K	Guinea	2011	1	56	120	59	57
PA0176-C	PF3K	Guinea	2011	1	53	119	62	57
PA0177-C	PF3K	Guinea	2011	0	94	212	84	80
PA0178-C	PF3K	Guinea	2011	0	94	247	83	75
PA0179-C	PF3K	Guinea	2011	0	101	236	105	100
PA0180-C	PF3K	Guinea	2011	1	56	113	62	57
PA0182-C	PF3K	Guinea	2011	0	50	127	54	47
PA0183-C	PF3K	Guinea	2011	1	51	128	56	55
PA0184-C	PF3K	Guinea	2011	1	56	125	64	59
PA0185-C	PF3K	Guinea	2011	1	65	184	66	58
PA0186-C	PF3K	Guinea	2011	1	56	125	56	54
PA0187-C	PF3K	Guinea	2011	1	53	84	60	58
PA0188-C	PF3K	Guinea	2011	1	49	105	50	45
PA0189-C	PF3K	Guinea	2011	0	57	116	60	57
PA0191-C	PF3K	Guinea	2011	0	143	361	135	117
PA0193-C	PF3K	Guinea	2011	1	64	128	68	64
PA0195-C	PF3K	Guinea	2011	1	67	136	70	68
PA0197-C	PF3K	Guinea	2011	1	71	138	73	70
PA0198-C	PF3K	Guinea	2011	0	57	124	58	57
PA0199-C	PF3K	Guinea	2011	0	69	209	64	58
PA0200-C	PF3K	Guinea	2011	1	58	121	60	54
PA0201-C	PF3K	Guinea	2011	1	49	107	55	50
PA0202-C	PF3K	Guinea	2011	1	50	123	55	51
PA0203-C	PF3K	Guinea	2011	1	54	122	59	58
PA0204-C	PF3K	Guinea	2011	1	52	117	58	51
PA0205-C	PF3K	Guinea	2011	1	57	120	63	62
PA0206-C	PF3K	Guinea	2011	0	90	180	94	92
PA0207-C	PF3K	Guinea	2011	1	58	128	66	61
PA0208-C	PF3K	Guinea	2011	1	47	106	48	47
PA0209-C	PF3K	Guinea	2011	1	82	208	72	69
PA0210-C	PF3K	Guinea	2011	0	161	336	163	144
PA0211-C	PF3K	Guinea	2011	1	52	90	54	54
PA0212-C	PF3K	Guinea	2011	0	88	180	87	83
PA0213-C	PF3K	Guinea	2011	1	76	170	84	78
PA0214-C	PF3K	Guinea	2011	1	64	143	67	64
PA0215-C	PF3K	Guinea	2011	0	43	108	49	48
PA0216-C	PF3K	Guinea	2011	0	97	237	86	77
PA0217-C	PF3K	Guinea	2011	0	107	339	81	79
PA0218-C	PF3K	Guinea	2011	0	102	254	90	85
PA0220-C	PF3K	Guinea	2011	1	89	246	74	63
PA0221-C	PF3K	Guinea	2011	1	65	146	71	69
PA0222-C	PF3K	Guinea	2011	0	98	333	70	51
PA0223-C	PF3K	Guinea	2011	0	31	98	42	36
PA0224-C	PF3K	Guinea	2011	0	149	268	169	159
PA0225-C	PF3K	Guinea	2011	0	54	116	55	55
PA0227-C	PF3K	Guinea	2011	0	110	284	128	115
PA0228-C	PF3K	Guinea	2011	1	72	228	65	60
PA0229-C	PF3K	Guinea	2011	1	58	116	62	59
PA0230-C	PF3K	Guinea	2011	0	123	398	106	84
PA0231-C	PF3K	Guinea	2011	0	102	341	87	77
PA0232-C	PF3K	Guinea	2011	1	66	129	69	68
PA0233-C	PF3K	Guinea	2011	0	127	451	77	62
PA0234-C	PF3K	Guinea	2011	0	151	409	144	121
PA0237-C	PF3K	Guinea	2011	1	60	103	64	63
PA0239-C	PF3K	Guinea	2011	0	104	340	81	69
PA0245-C	PF3K	Guinea	2011	1	70	143	70	66
PA0246-C	PF3K	Guinea	2011	1	53	114	50	44
PA0249-C	PF3K	Guinea	2011	0	104	255	115	100
PA0251-C	PF3K	Guinea	2011	1	55	133	56	51
PA0253-C	PF3K	Guinea	2011	1	62	191	66	54
PA0254-C	PF3K	Guinea	2011	1	67	136	73	69
PA0255-C	PF3K	Guinea	2011	0	20	118	8	6
PA0256-C	PF3K	Guinea	2011	1	63	105	61	59
PA0257-C	PF3K	Guinea	2011	0	32	250	9	7
PA0260-C	PF3K	Guinea	2011	1	55	123	61	58
PA0261-C	PF3K	Guinea	2011	1	48	116	55	50
PA0262-C	PF3K	Guinea	2011	1	55	129	63	59
PA0263-C	PF3K	Guinea	2011	1	71	201	72	65
PA0267-C	PF3K	Guinea	2011	1	56	128	67	63
PA0269-C	PF3K	Guinea	2011	0	34	108	44	37
PA0270-C	PF3K	Guinea	2011	1	54	119	60	59
PV0020-C	Elife	Vietnam	2009	1	49	138	56	52
PV0023-C	Elife	Vietnam	2009	1	63	204	53	43
PV0028-C	Elife	Vietnam	2010	1	61	145	61	59
PV0031-C	Elife	Vietnam	2009	0	51	133	53	48
PV0035-C	Elife	Vietnam	2010	1	54	162	56	55
PV0041-C	Elife	Vietnam	2009	0	48	107	55	51
PV0046-C	Elife	Vietnam	2009	0	59	136	62	61
PV0048-C	Elife	Vietnam	2010	0	55	161	51	46
PV0080-C	Elife	Vietnam	2010	1	50	242	32	21
PV0081-C	Elife	Vietnam	2010	1	47	172	39	38
PV0082-C	Elife	Vietnam	2010	1	52	164	57	52
PV0083-C	Elife	Vietnam	2010	1	56	172	61	61
PV0084-C	Elife	Vietnam	2010	1	67	184	73	68
PV0085-C	Elife	Vietnam	2010	0	40	129	40	40
PV0086-C	Elife	Vietnam	2010	0	101	626	10	10
PV0087-C	Elife	Vietnam	2010	1	83	466	17	10
PV0088-C	Elife	Vietnam	2010	1	62	225	60	45
PV0089-C	Elife	Vietnam	2010	1	56	159	55	52
PV0091-C	Elife	Vietnam	2010	0	42	130	43	42
PV0093-C	Elife	Vietnam	2010	0	42	160	44	39
PV0094-C	Elife	Vietnam	2010	1	54	166	57	53
PV0098-C	Elife	Vietnam	2010	1	57	180	57	54
PV0099-C	Elife	Vietnam	2010	1	53	143	56	52
PV0100-C	Elife	Vietnam	2010	0	118	537	66	49
PV0101-C	Elife	Vietnam	2010	0	43	152	40	38
PV0102-C	Elife	Vietnam	2010	0	33	134	30	26
PV0110-C	Elife	Vietnam	2010	0	103	328	106	100
PV0112-C	Elife	Vietnam	2010	1	54	206	51	43
PV0113-C	Elife	Vietnam	2010	0	103	325	106	94
PV0114-C	Elife	Vietnam	2010	0	57	200	57	52
PV0115-C	Elife	Vietnam	2010	1	61	200	61	57
PV0116-C	Elife	Vietnam	2010	1	58	192	63	56
PV0117-C	Elife	Vietnam	2010	1	55	176	53	50
PV0118-C	Elife	Vietnam	2010	1	56	192	66	58
PV0120-C	Elife	Vietnam	2010	0	35	137	33	30
PV0122-C	Elife	Vietnam	2010	0	35	155	20	18
PV0124-C	Elife	Vietnam	2010	1	54	207	62	58
PV0125-C	Elife	Vietnam	2010	0	43	172	38	25
PV0126-C	Elife	Vietnam	2010	0	45	211	41	31
PV0127-C	Elife	Vietnam	2010	0	91	319	79	73
PV0128-C	Elife	Vietnam	2010	1	46	110	47	47
PV0129-C	Elife	Vietnam	2010	1	54	193	56	52
PV0130-C	Elife	Vietnam	2010	0	41	125	41	40
PV0133-C	Elife	Vietnam	2010	1	81	208	79	76
PV0134-C	Elife	Vietnam	2010	1	54	173	59	56
PV0135-C	Elife	Vietnam	2010	0	57	169	57	55
PV0137-C	Elife	Vietnam	2010	0	41	237	22	17
PV0138-C	Elife	Vietnam	2010	1	53	208	49	44
PV0139-C	Elife	Vietnam	2010	1	52	145	61	59
PV0140-C	Elife	Vietnam	2010	0	41	128	39	39
PV0142-C	Elife	Vietnam	2010	1	50	307	24	18
PV0144-C	Elife	Vietnam	2010	0	40	219	12	8
PV0147-C	Elife	Vietnam	2010	1	51	159	56	51
PV0148-C	Elife	Vietnam	2010	0	95	414	55	45
PV0149-C	Elife	Vietnam	2010	0	42	254	17	8
PV0151-C	Elife	Vietnam	2010	0	42	130	42	41
PV0153-C	Elife	Vietnam	2010	0	47	339	5	3
PV0155-C	Elife	Vietnam	2010	1	63	353	17	11
PV0158-C	Elife	Vietnam	2010	0	41	129	41	39
PV0160-C	Elife	Vietnam	2010	1	55	158	51	49
PV0161-C	Elife	Vietnam	2010	0	44	208	46	40
PV0167-C	Elife	Vietnam	2010	0	51	297	29	23
PV0169-C	Elife	Vietnam	2010	1	52	356	13	6
PV0174-C	Elife	Vietnam	2010	0	43	304	5	4
PV0180-C	Elife	Vietnam	2011	0	39	170	31	23
PV0182-C	Elife	Vietnam	2011	1	50	157	47	45
PV0183-C	Elife	Vietnam	2011	0	106	291	107	98
PV0184-C	Elife	Vietnam	2011	1	50	353	10	6
PV0185-C	Elife	Vietnam	2011	0	41	141	38	36
PV0186-C	Elife	Vietnam	2011	0	47	122	49	47
PV0187-C	Elife	Vietnam	2011	1	53	374	9	7
PV0188-C	Elife	Vietnam	2011	1	83	509	34	19
PV0192-C	Elife	Vietnam	2011	0	69	326	25	17
PV0193-C	Elife	Vietnam	2011	0	42	126	45	42
PV0194-C	Elife	Vietnam	2011	0	43	153	44	41
PV0195-C	Elife	Vietnam	2011	1	51	160	51	49
PV0197-C	Elife	Vietnam	2011	0	33	175	18	14
PV0202-C	Elife	Vietnam	2011	0	57	179	56	54
PV0204-C	Elife	Vietnam	2011	1	64	303	49	35
PV0205-C	Pf6	Vietnam	NA	1	51	303	38	22
PV0209-C	Elife	Vietnam	2011	1	54	242	45	40
PV0210-C	Elife	Vietnam	2011	0	29	186	8	4
PV0211-C	Elife	Vietnam	2011	1	56	160	63	60
PV0212-C	Elife	Vietnam	2011	0	107	356	114	100
PV0215-C	Elife	Vietnam	2011	0	90	423	46	30
PV0218-C	Elife	Vietnam	2011	0	19	114	8	6
PV0219-C	Elife	Vietnam	2011	0	31	174	8	6
PV0220-C	Elife	Vietnam	2011	0	20	103	22	21
PV0221-C	Elife	Vietnam	2011	0	62	197	69	61
PV0223-C	Elife	Vietnam	2011	0	41	130	40	40
PV0224-C	Elife	Vietnam	2011	0	97	356	91	82
PV0225-C	Elife	Vietnam	2011	0	92	324	89	85
PV0226-C	Elife	Vietnam	2011	0	82	326	80	71
PV0227-C	Elife	Vietnam	2011	0	45	243	19	14
PV0228-C	Elife	Vietnam	2011	0	47	300	0	0
PV0229-C	Elife	Vietnam	2011	1	64	181	65	61
PV0230-C	Elife	Vietnam	2011	1	58	196	19	13
PV0231-C	Elife	Vietnam	2011	0	98	299	109	102
PV0233-C	Elife	Vietnam	2011	1	85	302	75	68
PV0234-C	Elife	Vietnam	2011	1	52	152	56	52
PV0235-C	Elife	Vietnam	2011	0	57	204	67	60
PV0236-C	Elife	Vietnam	2011	1	55	201	36	31
PV0237-C	Elife	Vietnam	2011	0	43	123	44	42
PV0238-C	Pf6	Vietnam	NA	0	49	290	19	12
PV0239-C	Elife	Vietnam	2011	1	56	130	56	53
PV0240-C	Elife	Vietnam	2011	0	64	199	62	60
PV0241-C	Elife	Vietnam	2011	1	52	174	58	57
PV0244-C	PF3K	Vietnam	2011	0	29	134	15	10
PV0246-C	PF3K	Vietnam	2011	1	50	135	57	51
PV0251-C	PF3K	Vietnam	2011	1	56	208	50	47
PV0256-C	PF3K	Vietnam	2011	1	73	231	81	79
PV0258-C	PF3K	Vietnam	2011	1	56	182	51	42
PV0261-C	PF3K	Vietnam	2011	0	58	157	60	55
PV0265-C	PF3K	Vietnam	2011	1	50	212	38	33
PV0268-C	PF3K	Vietnam	2011	0	115	639	58	39
PV0273-C	PF3K	Vietnam	2011	0	70	256	70	66
PV0276-C	PF3K	Vietnam	2011	1	60	200	63	58
PV0277-C	PF3K	Vietnam	2011	0	38	117	40	37
PV0278-C	PF3K	Vietnam	2011	0	43	140	47	41
PV0283-C	PF3K	Vietnam	2011	0	41	133	39	37
PV0284-C	PF3K	Vietnam	2011	0	58	179	60	54
PV0285-C	PF3K	Vietnam	2011	1	57	154	63	59
PV0286-C	PF3K	Vietnam	2011	1	54	150	57	56
PV0287-C	PF3K	Vietnam	2011	1	66	180	68	59
PV0288-C	PF3K	Vietnam	2011	1	62	180	64	64
PV0293-C	PF3K	Vietnam	2011	0	114	325	115	107
PV0295-C	PF3K	Vietnam	2011	0	52	177	60	43
PV0298-C	PF3K	Vietnam	2011	0	53	153	61	57
PV0300-C	PF3K	Vietnam	2011	0	41	126	41	40
PV0301-C	PF3K	Vietnam	2011	1	55	172	54	50
QC0164-C	PF3K	Myanmar (Burma)	2011	0	73	493	54	49
QC0165-C	PF3K	Myanmar (Burma)	2011	0	48	141	48	46
QC0166-C	PF3K	Myanmar (Burma)	2011	0	49	156	51	48
QC0167-C	PF3K	Myanmar (Burma)	2011	0	94	287	102	96
QC0168-C	PF3K	Myanmar (Burma)	2011	0	58	218	52	48
QC0169-C	PF3K	Myanmar (Burma)	2011	0	56	186	59	55
QC0170-C	PF3K	Myanmar (Burma)	2011	0	57	188	65	61
QC0171-C	PF3K	Myanmar (Burma)	2011	0	48	159	54	47
QC0172-C	PF3K	Myanmar (Burma)	2011	0	56	150	53	51
QC0173-C	PF3K	Myanmar (Burma)	2011	0	49	165	57	53
QC0174-C	PF3K	Myanmar (Burma)	2011	0	118	642	88	75
QC0175-C	PF3K	Myanmar (Burma)	2011	0	52	178	62	60
QC0176-C	PF3K	Myanmar (Burma)	2012	0	48	181	51	46
QC0177-C	PF3K	Myanmar (Burma)	2012	0	45	158	53	47
QC0178-C	PF3K	Myanmar (Burma)	2012	0	47	151	48	46
QC0179-C	PF3K	Myanmar	2012	0	174	697	165	149
QC0180-C	PF3K	Myanmar (Burma)	2012	0	44	146	48	47
QC0182-C	PF3K	Myanmar (Burma)	2012	0	47	154	52	48
QC0183-C	PF3K	Myanmar (Burma)	2012	0	53	178	52	50
QC0184-C	PF3K	Myanmar (Burma)	2012	0	54	178	52	49
QC0185-C	PF3K	Myanmar (Burma)	2012	0	53	165	55	55
QC0186-C	PF3K	Myanmar (Burma)	2012	0	73	225	77	73
QC0187-C	PF3K	Myanmar (Burma)	2012	0	58	162	59	56
QC0188-C	PF3K	Myanmar (Burma)	2012	0	44	140	51	49
QC0189-C	PF3K	Myanmar (Burma)	2012	0	46	157	50	48
QC0193-C	PF3K	Myanmar (Burma)	2012	0	43	142	48	43
QC0194-C	PF3K	Myanmar (Burma)	2012	0	55	169	57	57
QC0195-C	PF3K	Myanmar (Burma)	2012	0	44	154	50	46
QC0196-C	PF3K	Myanmar (Burma)	2012	0	54	148	56	54
QC0198-C	PF3K	Myanmar	2012	0	52	152	53	47
QC0199-C	PF3K	Myanmar (Burma)	2012	0	87	282	91	83
QC0200-C	PF3K	Myanmar (Burma)	2012	0	59	187	56	55
QC0201-C	PF3K	Myanmar (Burma)	2012	0	55	165	55	54
QC0204-C	PF3K	Myanmar (Burma)	2012	0	55	162	56	55
QC0205-C	PF3K	Myanmar (Burma)	2012	0	55	183	55	50
QC0206-C	PF3K	Myanmar (Burma)	2012	0	44	130	51	48
QC0207-C	PF3K	Myanmar (Burma)	2012	0	54	154	54	51
QC0209-C	PF3K	Myanmar (Burma)	2012	0	55	226	51	49
QC0210-C	PF3K	Myanmar (Burma)	2012	0	66	239	65	60
QC0211-C	PF3K	Myanmar (Burma)	2012	0	52	154	52	48
QC0212-C	PF3K	Myanmar (Burma)	2012	0	39	243	5	4
QC0213-C	PF3K	Myanmar (Burma)	2012	0	52	155	52	52
QC0214-C	PF3K	Myanmar (Burma)	2012	0	38	162	42	39
QC0215-C	PF3K	Myanmar (Burma)	2012	0	42	140	46	43
QC0219-C	PF3K	Myanmar (Burma)	2012	0	45	129	45	42
QC0220-C	PF3K	Myanmar (Burma)	2012	0	52	170	60	57
QC0221-C	PF3K	Myanmar (Burma)	2012	0	46	140	50	47
QC0222-C	PF3K	Myanmar (Burma)	2012	0	53	196	57	55
QC0223-C	PF3K	Myanmar (Burma)	2012	0	46	152	45	40
QC0227-C	PF3K	Myanmar (Burma)	2012	0	60	175	59	59
QC0229-C	PF3K	Myanmar (Burma)	2012	0	93	299	100	93
QC0230-C	PF3K	Myanmar (Burma)	2012	0	56	207	59	58
QC0231-C	PF3K	Myanmar (Burma)	2012	0	49	182	48	44
QC0232-C	PF3K	Myanmar (Burma)	2012	0	44	162	50	48
QC0233-C	PF3K	Myanmar (Burma)	2012	0	39	166	45	41
QC0235-C	PF3K	Myanmar (Burma)	2012	0	50	173	48	43
QC0239-C	PF3K	Myanmar (Burma)	2012	0	62	192	64	59
QC0242-C	PF3K	Myanmar (Burma)	2013	0	15	110	21	19
QE0392-C	PF3K	Laos	2011	1	68	207	61	60
QE0393-Cx	PF3K	Laos	2011	1	65	537	43	31
QE0395-C	PF3K	Laos	2011	1	51	157	50	49
QE0396-C	PF3K	Laos	2011	0	116	411	123	118
QE0397-C	PF3K	Laos	2011	1	47	156	53	50
QE0398-C	PF3K	Laos	2011	1	57	191	58	55
QE0399-C	PF3K	Laos	2011	1	70	246	58	50
QE0400-C	PF3K	Laos	2011	1	53	197	58	51
QE0401-C	PF3K	Laos	2011	1	65	224	64	62
QE0402-C	PF3K	Laos	2011	0	95	315	96	89
QE0403-Cx	PF3K	Laos	2011	1	63	1008	15	7
QE0404-C	PF3K	Laos	2011	1	52	188	55	52
QE0405-Cx	PF3K	Laos	2011	1	68	996	6	2
QE0408-C	PF3K	Laos	2011	0	99	398	87	79
QE0409-C	PF3K	Laos	2011	0	101	526	71	64
QE0410-C	PF3K	Laos	2011	1	68	264	61	55
QE0411-C	PF3K	Laos	2011	0	100	332	102	90
QE0412-C	PF3K	Laos	2011	1	65	341	51	45
QE0413-C	PF3K	Laos	2011	0	132	740	73	65
QE0414-C	PF3K	Laos	2011	1	56	183	61	60
QE0415-C	PF3K	Laos	2011	1	60	281	52	49
QE0416-C	PF3K	Laos	2011	0	100	306	110	103
QE0417-C	PF3K	Laos	2011	1	71	219	75	68
QE0418-C	PF3K	Laos	2011	1	47	170	55	48
QE0419-C	PF3K	Laos	2011	1	56	176	57	53
QE0420-C	PF3K	Laos	2011	0	122	491	96	80
QE0421-C	PF3K	Laos	2011	0	133	479	134	120
QE0422-C	PF3K	Laos	2011	0	93	476	73	58
QE0423-C	PF3K	Laos	2011	1	60	179	64	60
QE0424-C	PF3K	Laos	2011	1	61	207	67	62
